,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
139,Gyrodinium_spirale,Dinoflagellates,Aplidium_globosum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
140,Phaeocystis_antarctica,Coccolithophorids,Aplidium_globosum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
141,Phaeocystis_antarctica,Coccolithophorids,Aplidium_globosum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
142,Phytoplankton *,Phytoplankton,Aplidium_globosum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
143,Protoperidinium_sp,Dinoflagellates,Aplidium_globosum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
144,Protoperidinium_sp,Dinoflagellates,Aplidium_globosum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
145,Azadinium_sp,Dinoflagellates,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
146,Bacillariophyceae *,Bacillariophyceae,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
147,Bacteria,Bacteria,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.,NA,
148,Detritus,Non-living,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.,NA,
149,Dinophysis_acuminata,Dinoflagellates,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
150,Emiliania_huxleyi,Coccolithophorids,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
151,Gymnodinium_sp,Dinoflagellates,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
152,Gyrodinium_sp,Dinoflagellates,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
153,Gyrodinium_spirale,Dinoflagellates,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
154,Phaeocystis_antarctica,Coccolithophorids,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
155,Protoperidinium_sp,Dinoflagellates,Aplidium_meridianum,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
156,Azadinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
157,Azadinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
158,Bacillariophyceae *,Bacillariophyceae,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
159,Bacteria,Bacteria,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.,NA,
160,Detritus,Non-living,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.,NA,
161,Dinophysis_acuminata,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
162,Dinophysis_acuminata,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
163,Emiliania_huxleyi,Coccolithophorids,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
164,Emiliania_huxleyi,Coccolithophorids,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
165,Gymnodinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
166,Gymnodinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
167,Gyrodinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
168,Gyrodinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
169,Gyrodinium_spirale,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
170,Gyrodinium_spirale,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
171,Phaeocystis_antarctica,Coccolithophorids,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
172,Phaeocystis_antarctica,Coccolithophorids,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
173,Phytoplankton *,Phytoplankton,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
174,Protoperidinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,Chequear si están en el rango 0.2-500 micrometros
175,Protoperidinium_sp,Dinoflagellates,Aplidium_polarsterni,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
176,Bacteria,Bacteria,Appendicularia_spp,Zooplankton,Suspension-feeder,Heterotroph,Scheinberg_etal_2005,https://doi.org/10.3354/meps294201,
177,Detritus,Non-living,Appendicularia_spp,Zooplankton,Suspension-feeder,Detritus,Fernandez_etal_2004,https://doi.org/10.3354/meps266089,
178,Emiliania_huxleyi,Coccolithophorids,Appendicularia_spp,Zooplankton,Suspension-feeder,Primary producer,Scheinberg_etal_2005,https://doi.org/10.3354/meps294201,
179,Gymnodinium_sp,Dinoflagellates,Appendicularia_spp,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
180,Orbiniidae,Polychaeta,Appendicularia_spp,Zooplankton,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Orbiniidae,
181,Phaeocystis_antarctica,Coccolithophorids,Appendicularia_spp,Zooplankton,Suspension-feeder,Primary producer,Scheinberg_etal_2005,https://doi.org/10.3354/meps294201,
182,Protoperidinium_sp,Dinoflagellates,Appendicularia_spp,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Protoperidinium&targetTaxon,
183,Synechococcus_sp,Picophytoplankton,Appendicularia_spp,Zooplankton,Suspension-feeder,Primary producer,Fernandez_etal_2004,https://doi.org/10.3354/meps266089,
184,Actinopterygii *,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Arctocephalus%20australis,* need to be more specific (which Actinopterygii?)
185,Coelorinchus_fasciatus,Fish_Demersal,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
186,Coelorinchus_kayomaru,Fish_Demersal,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
187,Coelorinchus_marinii,Fish_Demersal,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
188,Dissostichus_eleginoides,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
189,Doryteuthis_gahi,Cephalopoda,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Arctocephalus%20australis,
190,Enteroctopus_megalocyathus,Cephalopoda,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
191,Genypterus_blacodes,Fish_Demersal,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
192,Guttigadus_kongi,Fish_Demersal,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
193,Macrourus_carinatus,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
194,Macrourus_holotrachys,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
195,Macrourus_whitsoni,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
196,Macruronus_novaezelandiae,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
197,Micromesistius_australis,Fish_Pel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
198,Munida_gregaria,Decapoda,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
199,Muraenolepis_marmorata,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
200,Muraenolepis_orangiensis,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
201,Muraenolepis_sp,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
202,Notophycis_marginata,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
203,Patagonotothen_cornucola,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
204,Patagonotothen_elegans,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
205,Patagonotothen_guntheri,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
206,Patagonotothen_kreffti,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
207,Patagonotothen_ramsayi,Fish_BenPel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
208,Salilota_australis,Fish_Demersal,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
209,Sprattus_fuegensis,Fish_Pel,Arctocephalus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
210,Decapoda *,Decapoda,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,Decápodo pelágico: Munida?
211,Decapoda *,Decapoda,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,Inferred from Ardenna_grisea
212,Dissostichus_eleginoides,Fish_BenPel,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,Inferred from Ardenna_grisea
213,Doryteuthis_gahi,Cephalopoda,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,Inferred from Ardenna_grisea
214,Euphausia_spp,Zooplankton,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,Inferred from Ardenna_grisea
215,Necromass,Non-living,Ardenna_gravis,SeaBirds,Scavenger,Necromass,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,
216,Sprattus_fuegensis,Fish_Pel,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
217,Themisto_gaudichaudii,Amphipoda,Ardenna_gravis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,Inferred from Ardenna_grisea
218,Decapoda *,Decapoda,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20grisea,Decápodo pelágico: Munida?
219,Decapoda *,Decapoda,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20grisea,
220,Dissostichus_eleginoides,Fish_BenPel,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,RayaRey&Huettmann_2020,https://doi.org/10.1016/j.jnc.2019.125748,
221,Doryteuthis_gahi,Cephalopoda,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20grisea,
222,Euphausia_spp,Zooplankton,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20grisea,
223,Necromass,Non-living,Ardenna_grisea,SeaBirds,Scavenger,Necromass,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20gravis,
224,Sprattus_fuegensis,Fish_Pel,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
225,Themisto_gaudichaudii,Amphipoda,Ardenna_grisea,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Ardenna%20grisea,
226,Zooplankton *,Zooplankton,Argeneuthria_varicosa,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,NA,Inferred from Volutidae; * need to be more specific (which Zooplankton?)
227,Oithona_spp,Zooplankton,Asbestopluma_sp,Porifera,Suspension-feeder,Heterotroph,Rastorgueff_etal_2015,https://doi.org/10.1016/j.jembe.2015.02.014,Aggregated: Oithona_atlantica and Oithona_similis
228,Zooplankton *,Zooplankton,Aspidostoma_giganteum,Bryozoa,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/2974308,* need to be more specific (which Zooplankton?)
229,Phytoplankton *,Phytoplankton,Astarte_sp,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/45444990,
230,Isopoda *,Isopoda,Asteriidae,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,* need to be more specific (which Isopoda?)
231,Phytoplankton *,Phytoplankton,Asteriidae,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,NA,
232,Astarte_sp,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
233,Austrocidaris_canaliculata,Echinodermata,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,* Asteriidae comprises 11 sp
234,Austrocidaris_spinulosida,Echinodermata,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
235,Callochiton_puniceus,Polyplacophora,Asteriidae *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,Inferred from Chitons
236,Cyamiocardium_namuncurense,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
237,Cyclochlamys_argentina,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
238,EpiphyticPhytoplankton *,Phytoplankton,Asteriidae *,Echinodermata,Hunter,Primary producer,Fraysse_pers.com.,NA,* need to be more specific (which Phytoplankton?)
239,Eurhomalea_sp,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
240,Halicarcinus_planatus,Decapoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008,https://www.redalyc.org/articulo.oa?id=44920273018,Inferred from Anasterias_minuta
241,Harmothoe_sp,Polychaeta,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008,https://www.redalyc.org/articulo.oa?id=44920273018,Inferred from Anasterias_minuta
242,Hiatella_sp,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
243,Isopoda *,Isopoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,* need to be more specific (which Isopoda?)
244,Leptochiton_kerguelensis,Polyplacophora,Asteriidae *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,Inferred from Chitons
245,Leptochiton_medinae,Polyplacophora,Asteriidae *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,Inferred from Chitons
246,Limopsis_sp,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
247,Necromass,Non-living,Asteriidae *,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.,NA,
248,Neolepton_sp,Bivalvia,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Bivalvia
249,Nuttallochiton_hyadesi,Polyplacophora,Asteriidae *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,Inferred from Chitons
250,Nuttallochiton_martiali,Polyplacophora,Asteriidae *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,Inferred from Chitons
251,Pagurus_comptus,Decapoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008,https://www.redalyc.org/articulo.oa?id=44920273018,Inferred from Anasterias_minuta
252,Pareuthria_atrata,Gastropoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008,https://www.redalyc.org/articulo.oa?id=44920273018,Inferred from Anasterias_minuta
253,Pareuthria_fuscata,Gastropoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008,https://www.redalyc.org/articulo.oa?id=44920273018,Inferred from Anasterias_minuta
254,Pareuthria_venustula,Gastropoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008,https://www.redalyc.org/articulo.oa?id=44920273018,Inferred from Anasterias_minuta
255,Pseudechinus_magellanicus,Echinodermata,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
256,Schizasteridae,Echinodermata,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
257,Sterechinus_agassizii,Echinodermata,Asteriidae *,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
258,Tonicia_lebruni,Polyplacophora,Asteriidae *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,Inferred from Chitons
259,Trophon_geversianus,Gastropoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gordillo&Archuby_2012,https://doi.org/10.4202/app.2010.0116,
260,Trophon_ohlini,Gastropoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gordillo&Archuby_2012,https://doi.org/10.4202/app.2010.0116,Inferred from Trophon_geversianus
261,Trophon_plicatus,Gastropoda,Asteriidae *,Echinodermata,Hunter,Heterotroph,Gordillo&Archuby_2012,https://doi.org/10.4202/app.2010.0116,Inferred from Trophon_geversianus
